Min Runtime Report (sec.)  ,  ,  , 
Variant      , Base_Seq , Base_CUDA , RAJA_CUDA
Tuning       , default  , block_256 , block_256
Apps_ENERGY  , 0.362904 ,  0.003593 ,  0.003603
