Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Variant           , Base_Seq , Base_CUDA                    , Base_CUDA , RAJA_CUDA                    , RAJA_CUDA , RAJA_CUDA                  
Tuning            , default  , runtime_block_stride_loop_64 , direct_64 , runtime_block_stride_loop_64 , direct_64 , cached_block_stride_loop_64
Apps_MASSVEC3DPA  , 0.143746 ,                     0.001300 ,  0.000875 ,                     0.001313 ,  0.000886 ,                    0.001313
