Kernels run on 4 MPI ranks
Kernel               ,    Problem size ,    Reps ,    Iterations/rep , Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity  
Apps_INTSC_HEXRECT   ,          551368 ,       1 ,            551368 ,           1 ,          26038304 ,   1984924800 ,            26038304 ,          8394528 ,            17643776 ,                         0 ,                               0 ,              26039376 , ConsistentPerVariantTuning   , O(N)                   
