Kernels run on 4 MPI ranks
Kernel        ,    Problem size ,    Reps ,    Iterations/rep , Kernels/rep ,    BytesMoved/rep ,     FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity  
Apps_EDGE3D   ,          704969 ,      10 ,            786871 ,           1 ,          25389704 ,   10397713394 ,            25389704 ,         19094736 ,             6294968 ,                         0 ,                               0 ,              25739424 , ConsistentPerVariantTuning   , O(N)                   
