Min Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Variant           , Base_Seq , Base_CUDA                    , Base_CUDA , RAJA_CUDA                    , RAJA_CUDA , RAJA_CUDA                  
Tuning            , default  , runtime_block_stride_loop_64 , direct_64 , runtime_block_stride_loop_64 , direct_64 , cached_block_stride_loop_64
Apps_MASSVEC3DPA  , 1.894769 ,                     0.012766 ,  0.008760 ,                     0.013567 ,  0.008857 ,                    0.013578
