Min Runtime Report (sec.)  ,  ,  ,  , 
Variant        , Base_Seq , Base_CUDA                         , RAJA_CUDA                         , RAJA_CUDA                  
Tuning         , default  , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  , 0.127598 ,                          0.000147 ,                          0.000145 ,                    0.000157
