Max Runtime Report (sec.)  ,  ,  ,  ,  , 
Variant           , Base_CUDA                    , Base_CUDA , RAJA_CUDA                    , RAJA_CUDA , RAJA_CUDA                  
Tuning            , runtime_block_stride_loop_64 , direct_64 , runtime_block_stride_loop_64 , direct_64 , cached_block_stride_loop_64
Apps_MASSVEC3DPA  ,                     0.004529 ,  0.003119 ,                     0.004807 ,  0.003160 ,                    0.004813
