Mean Runtime Report (sec.)  ,  ,  , 
Variant        , Base_CUDA                         , RAJA_CUDA                         , RAJA_CUDA                  
Tuning         , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  ,                          0.000363 ,                          0.000345 ,                    0.000381
