Kernels run on 4 MPI ranks
Kernel                ,    Problem size ,    Reps ,    Iterations/rep ,    Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity   , MaxPerfectLoopDimensions    , ProblemDimensionality   
Apps_DEL_DOT_VEC_2D   ,            1849 ,     100 ,              1849 ,              1 ,             91536 ,        99846 ,               91536 ,            76744 ,               14792 ,                         0 ,                               0 ,                103152 , ConsistentPerVariantTuning   , O(N)                    ,                           1 ,                        2
