Max Runtime Report (sec.)  ,  ,  , 
Variant                , Base_Seq , Base_HIP  , RAJA_HIP 
Tuning                 , default  , block_256 , block_256
Basic_INDEXLIST_3LOOP  , 0.119101 ,  0.002583 ,  0.002548
