Kernels run on 4 MPI ranks
Kernel                , Variant    , Tuning                  ,    Problem size , Checksum   ,    Mean time per rep (sec.) ,    Mean Bandwidth (GiB per sec.) ,    Mean flops (gigaFLOP per sec.)
Basic_REDUCE_STRUCT   , Base_Seq   , default                 ,          800000 , PASSED     ,                 0.000661950 ,                          18.0088 ,                           2.41710
Basic_REDUCE_STRUCT   , Base_Seq   , kahan                   ,          800000 , PASSED     ,                  0.00259773 ,                          4.58898 ,                          0.615924
Basic_REDUCE_STRUCT   , Base_Seq   , cascade                 ,          800000 , PASSED     ,                  0.00125911 ,                          9.46773 ,                           1.27074
Basic_REDUCE_STRUCT   , Base_HIP   , blkatm_direct_256       ,          800000 , PASSED     ,                 0.000483924 ,                          24.6339 ,                           3.30631
Basic_REDUCE_STRUCT   , Base_HIP   , blkatm_occgs_256        ,          800000 , PASSED     ,                 0.000168995 ,                          70.5400 ,                           9.46774
Basic_REDUCE_STRUCT   , RAJA_HIP   , blkatm_direct_256       ,          800000 , PASSED     ,                 5.01795e-05 ,                          237.566 ,                           31.8856
Basic_REDUCE_STRUCT   , RAJA_HIP   , blkdev_direct_256       ,          800000 , PASSED     ,                 4.94938e-05 ,                          240.857 ,                           32.3273
Basic_REDUCE_STRUCT   , RAJA_HIP   , blkdev_direct_new_256   ,          800000 , PASSED     ,                 0.000493959 ,                          24.1335 ,                           3.23914
Basic_REDUCE_STRUCT   , RAJA_HIP   , blkatm_occgs_256        ,          800000 , PASSED     ,                 3.42870e-05 ,                          347.681 ,                           46.6650
Basic_REDUCE_STRUCT   , RAJA_HIP   , blkdev_occgs_256        ,          800000 , PASSED     ,                 3.62000e-05 ,                          329.308 ,                           44.1990
Basic_REDUCE_STRUCT   , RAJA_HIP   , blkdev_occgs_new_256    ,          800000 , PASSED     ,                 0.000259835 ,                          45.8789 ,                           6.15777
