Max Runtime Report (sec.)  ,  ,  ,  , 
Variant      , Base_Seq , Base_HIP  , RAJA_HIP   , RAJA_HIP  
Tuning       , default  , block_256 , kernel_256 , launch_256
Apps_LTIMES  , 0.015917 ,  0.000303 ,   0.000329 ,   0.000299
