Kernels run on 4 MPI ranks
Kernel        ,    Problem size ,    Reps ,    Iterations/rep ,    Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity   , MaxPerfectLoopDimensions    , ProblemDimensionality   
Apps_LTIMES   ,         9677568 ,      50 ,          40323200 ,              1 ,         722592944 ,    483878400 ,           400007344 ,        400007344 ,           322585600 ,                 322585600 ,                               0 ,             400007344 , ConsistentPerVariantTuning   , O(N)                    ,                           3 ,                        3
