Min Runtime Report (sec.)  ,  ,  , 
Variant                , Base_Seq , Base_HIP  , RAJA_HIP 
Tuning                 , default  , block_256 , block_256
Basic_INDEXLIST_3LOOP  , 1.045588 ,  0.006513 ,  0.006511
