Max Runtime Report (sec.)  ,  ,  , 
Variant        , Base_HIP                          , RAJA_HIP                          , RAJA_HIP                   
Tuning         , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  ,                          0.004715 ,                          0.023978 ,                    0.003713
