Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Variant           , Base_Seq , Base_HIP                     , Base_HIP  , RAJA_HIP                     , RAJA_HIP  , RAJA_HIP                   
Tuning            , default  , runtime_block_stride_loop_64 , direct_64 , runtime_block_stride_loop_64 , direct_64 , cached_block_stride_loop_64
Apps_MASSVEC3DPA  , 0.011317 ,                     0.000618 ,  0.000430 ,                     0.000700 ,  0.000433 ,                    0.000541
