Min Runtime Report (sec.)  ,  ,  ,  , 
Variant        , Base_Seq , Base_HIP                          , RAJA_HIP                          , RAJA_HIP                   
Tuning         , default  , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  , 0.798117 ,                          0.001946 ,                          0.009569 ,                    0.001549
