Min Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Variant           , Base_Seq , Base_HIP                     , Base_HIP  , RAJA_HIP                     , RAJA_HIP  , RAJA_HIP                   
Tuning            , default  , runtime_block_stride_loop_64 , direct_64 , runtime_block_stride_loop_64 , direct_64 , cached_block_stride_loop_64
Apps_MASSVEC3DPA  , 0.090495 ,                     0.002309 ,  0.001665 ,                     0.003226 ,  0.001695 ,                    0.002251
