Max Runtime Report (sec.)  ,  ,  ,  ,  ,  , 
Variant           , Base_Seq , Base_HIP                     , Base_HIP  , RAJA_HIP                     , RAJA_HIP  , RAJA_HIP                   
Tuning            , default  , runtime_block_stride_loop_64 , direct_64 , runtime_block_stride_loop_64 , direct_64 , cached_block_stride_loop_64
Apps_MASSVEC3DPA  , 0.179474 ,                     0.004570 ,  0.003365 ,                     0.006363 ,  0.003359 ,                    0.004415
