Kernels run on 24 MPI ranks
Kernel               ,    Problem size ,    Reps ,    Iterations/rep , Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity  
Apps_INTSC_HEXRECT   ,           17576 ,       1 ,             17576 ,           1 ,            839200 ,     63273600 ,              839200 ,           276768 ,              562432 ,                         0 ,                               0 ,                839600 , ConsistentPerVariantTuning   , O(N)                   
