Kernels run on 24 MPI ranks
Kernel       , Variant    , Tuning      ,    Problem size , Checksum   ,    Mean time per rep (sec.) ,    Mean Bandwidth (GiB per sec.) ,    Mean flops (gigaFLOP per sec.)
Apps_VOL3D   , Base_HIP   , block_256   ,          166375 , PASSED     ,                 2.29980e-05 ,                          260.408 ,                           620.811
Apps_VOL3D   , RAJA_HIP   , block_256   ,          166375 , PASSED     ,                 2.27201e-05 ,                          263.593 ,                           628.404
