Kernels run on 24 MPI ranks
Kernel        ,    Problem size ,    Reps ,    Iterations/rep , Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity  
Apps_EDGE3D   ,             512 ,      10 ,              1414 ,           1 ,             49016 ,     16429266 ,               49016 ,            37704 ,               11312 ,                         0 ,                               0 ,                 55296 , ConsistentPerVariantTuning   , O(N)                   
