Max Runtime Report (sec.)  ,  ,  , 
Variant                , Base_Seq , Base_HIP  , RAJA_HIP 
Tuning                 , default  , block_256 , block_256
Basic_INDEXLIST_3LOOP  , 0.119211 ,  0.004006 ,  0.003953
