Kernels run on 24 MPI ranks
Kernel                ,    Problem size ,    Reps ,    Iterations/rep ,    Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity   , MaxPerfectLoopDimensions    , ProblemDimensionality   
Apps_DEL_DOT_VEC_2D   ,          264196 ,     100 ,            264196 ,              1 ,          12714336 ,     14266584 ,            12714336 ,         10600768 ,             2113568 ,                         0 ,                               0 ,              12846528 , ConsistentPerVariantTuning   , O(N)                    ,                           1 ,                        2
