Min Runtime Report (sec.)  ,  ,  ,  , 
Variant      , Base_Seq , Base_HIP  , RAJA_HIP   , RAJA_HIP  
Tuning       , default  , block_256 , kernel_256 , launch_256
Apps_LTIMES  , 0.262154 ,  0.013249 ,   0.016274 ,   0.013637
