Min Runtime Report (sec.)  ,  ,  ,  ,  , 
Variant             , Base_Seq , Base_HIP          , Base_HIP         , RAJA_HIP          , RAJA_HIP        
Tuning              , default  , atomic_direct_256 , atomic_occgs_256 , atomic_direct_256 , atomic_occgs_256
Basic_MULTI_REDUCE  , 0.762859 ,          0.008471 ,         0.007536 ,          0.009475 ,         0.007531
