Max Runtime Report (sec.)  ,  ,  ,  , 
Variant      , Base_Seq , Base_HIP  , RAJA_HIP   , RAJA_HIP  
Tuning       , default  , block_256 , kernel_256 , launch_256
Apps_LTIMES  , 0.065093 ,  0.003285 ,   0.004064 ,   0.003404
