Kernels run on 24 MPI ranks
Kernel                   ,    Problem size ,    Reps ,    Iterations/rep ,    Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity   , MaxPerfectLoopDimensions    , ProblemDimensionality   
Apps_MATVEC_3D_STENCIL   ,          157464 ,     100 ,            157464 ,              1 ,          22182432 ,      8345592 ,            22182432 ,         20922720 ,             1259712 ,                         0 ,                               0 ,              25795904 , ConsistentPerVariantTuning   , O(N)                    ,                           1 ,                        3
