Max Runtime Report (sec.)  ,  ,  ,  , 
Variant      , Base_Seq , Base_CUDA , RAJA_CUDA  , RAJA_CUDA 
Tuning       , default  , block_256 , kernel_256 , launch_256
Apps_LTIMES  , 0.076651 ,  0.000697 ,   0.000705 ,   0.000687
