Kernels run on 4 MPI ranks
Kernel                , Variant     , Tuning                  ,    Problem size , Checksum   ,    Mean time per rep (sec.) ,    Mean Bandwidth (GiB per sec.) ,    Mean flops (gigaFLOP per sec.)
Basic_REDUCE_STRUCT   , Base_Seq    , default                 ,          400000 , PASSED     ,                 0.000428418 ,                          13.9127 ,                           1.86734
Basic_REDUCE_STRUCT   , Base_Seq    , kahan                   ,          400000 , PASSED     ,                 0.000850656 ,                          7.00690 ,                          0.940453
Basic_REDUCE_STRUCT   , Base_Seq    , cascade                 ,          400000 , PASSED     ,                 0.000890837 ,                          6.69086 ,                          0.898034
Basic_REDUCE_STRUCT   , Base_CUDA   , blkatm_direct_256       ,          400000 , PASSED     ,                  0.00117357 ,                          5.07893 ,                          0.681684
Basic_REDUCE_STRUCT   , Base_CUDA   , blkatm_occgs_256        ,          400000 , PASSED     ,                  0.00118248 ,                          5.04064 ,                          0.676545
Basic_REDUCE_STRUCT   , RAJA_CUDA   , blkatm_direct_256       ,          400000 , PASSED     ,                  0.00118890 ,                          5.01342 ,                          0.672891
Basic_REDUCE_STRUCT   , RAJA_CUDA   , blkdev_direct_256       ,          400000 , PASSED     ,                 4.09785e-05 ,                          145.453 ,                           19.5225
Basic_REDUCE_STRUCT   , RAJA_CUDA   , blkdev_direct_new_256   ,          400000 , PASSED     ,                 4.64267e-05 ,                          128.384 ,                           17.2315
Basic_REDUCE_STRUCT   , RAJA_CUDA   , blkatm_occgs_256        ,          400000 , PASSED     ,                  0.00124422 ,                          4.79053 ,                          0.642976
Basic_REDUCE_STRUCT   , RAJA_CUDA   , blkdev_occgs_256        ,          400000 , PASSED     ,                 2.92832e-05 ,                          203.545 ,                           27.3195
Basic_REDUCE_STRUCT   , RAJA_CUDA   , blkdev_occgs_new_256    ,          400000 , PASSED     ,                 3.22944e-05 ,                          184.567 ,                           24.7722
