Max Runtime Report (sec.)  ,  ,  , 
Variant             , Base_Seq , Base_HIP , RAJA_HIP
Tuning              , default  , block_64 , block_64
Apps_INTSC_HEXRECT  , 3.657043 , 0.017073 , 0.017085
