Min Runtime Report (sec.)  ,  ,  , 
Variant        , Base_HIP                          , RAJA_HIP                          , RAJA_HIP                   
Tuning         , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  ,                          0.002559 ,                          0.012533 ,                    0.002060
