Max Runtime Report (sec.)  ,  ,  ,  , 
Variant        , Base_Seq , Base_HIP                          , RAJA_HIP                          , RAJA_HIP                   
Tuning         , default  , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  , 1.585444 ,                          0.000659 ,                          0.003121 ,                    0.000554
