Max Runtime Report (sec.)  ,  ,  , 
Variant             , Base_Seq , Base_HIP , RAJA_HIP
Tuning              , default  , block_64 , block_64
Apps_INTSC_HEXRECT  , 0.931860 , 0.004486 , 0.004484
