Kernels run on 4 MPI ranks
Kernel               ,    Problem size ,    Reps ,    Iterations/rep ,    Kernels/rep ,    BytesMoved/rep ,    FLOPS/rep ,    BytesTouched/rep ,    BytesRead/rep ,    BytesWritten/rep ,    BytesModifyWritten/rep ,    BytesAtomicModifyWritten/rep ,    BytesAllocated/rep , ChecksumConsistency          , OperationalComplexity   , MaxPerfectLoopDimensions    , ProblemDimensionality   
Apps_DIFFUSION3DPA   ,           49329 ,      50 ,             49329 ,              1 ,           6796632 ,      9498573 ,             6402000 ,          6402000 ,              394632 ,                    394632 ,                               0 ,               6402000 , ConsistentPerVariantTuning   , O(N)                    ,                           3 ,                        3
