Max Runtime Report (sec.)  ,  ,  , 
Variant        , Base_Seq , Base_HIP , RAJA_HIP
Tuning         , default  , block_64 , block_64
Apps_FEMSWEEP  , 0.008618 , 0.000114 , 0.000107
