Min Speedup Report (T_ref/T_var): ref var = Base_HIP  ,  ,  , 
Variant        , Base_HIP                          , RAJA_HIP                          , RAJA_HIP                   
Tuning         , compile_time_block_stride_loop_64 , compile_time_block_stride_loop_64 , cached_block_stride_loop_64
Apps_MASS3DEA  ,                             1.000 ,                             0.189 ,                       1.086
